ip	d_ori	d_shu	d_rat	p_val	pathway	ip_type
COL4A5 - (ITGA3+ITGB1)	10.745733589926097	11.68736271683998	0.9194318556095536	0.274	COLLAGEN	ECM-Receptor
EFNA3 - EPHA7	6.59710405161071	7.158789565665456	0.9215390382825795	0.274	EPHA	Cell-Cell Contact
LAMA3 - (ITGA2+ITGB1)	4.722071496898385	5.248454473972314	0.8997070509643702	0.274	LAMININ	ECM-Receptor
WNT2B - FZD4	4.897981869766151	5.445970700087946	0.8993771982076685	0.274	WNT	Secreted Signaling
TGFB3 - ACVR1	4.884757792496373	5.387176264290534	0.9067380670046951	0.274	TGFb	Secreted Signaling
WNT5B - FZD1	11.609030298955197	12.317477891468764	0.9424843625654692	0.276	ncWNT	Secreted Signaling
BMP2 - ACVR2B	4.934011537831861	4.598115642529153	1.073050771536914	0.276	BMP	Secreted Signaling
SEMA3D - NRP1	12.781829013233502	12.247667952945118	1.043613287226646	0.276	SEMA3	Secreted Signaling
THBS2 - ITGAV	16.573186132863725	17.729708986996208	0.9347692139233232	0.278	THBS	ECM-Receptor
EFNA3 - EPHA2	3.3812196009870688	3.857164893510326	0.8766074809702757	0.278	EPHA	Cell-Cell Contact
NFASC - CNTNAP1	4.428333153221564	4.976435336383418	0.8898604832349367	0.278	CNTN	Cell-Cell Contact
LAMC1 - (ITGA6+ITGB4)	40.03884518505182	38.011342678102096	1.053339407768875	0.28	LAMININ	ECM-Receptor
LAMA1 - ITGB8	3.2667673517017293	3.758989878708232	0.8690545750616243	0.28	LAMININ	ECM-Receptor
PDGFB - PDGFRB	19.49757360133507	18.680680018116945	1.0437293279701747	0.282	PDGF	Secreted Signaling
COL1A1 - (ITGAV+ITGB8)	547.5647286027829	603.0413477022262	0.908005281377759	0.282	COLLAGEN	ECM-Receptor
SEMA3D - (NRP2+PLXNA2)	5.665365767329265	6.175266719589255	0.9174285135502768	0.282	SEMA3	Secreted Signaling
EFNA4 - EPHA2	4.478249468464456	5.062244162125858	0.8846371935137641	0.282	EPHA	Cell-Cell Contact
WNT2B - (FZD3+LRP6)	6.649298669362407	6.129221816981321	1.0848520200297185	0.284	WNT	Secreted Signaling
COL6A3 - (ITGA9+ITGB1)	39.46400422434689	37.8399496131701	1.042919047931595	0.284	COLLAGEN	ECM-Receptor
LAMA5 - ITGB8	16.17858606186735	15.553324840449779	1.0402011292010982	0.286	LAMININ	ECM-Receptor
WNT2B - (FZD3+LRP5)	6.048134551377266	6.475506475218439	0.9340017764669509	0.286	WNT	Secreted Signaling
PTN - PTPRZ1	36.27470927059435	34.92148701893056	1.0387504189306205	0.288	PTN	Secreted Signaling
COL6A2 - (ITGAV+ITGB8)	118.69819576451192	130.2091700815005	0.9115962853477706	0.288	COLLAGEN	ECM-Receptor
NCAM1 - FGFR1	13.08519394771508	13.797912177615109	0.9483459366369719	0.29	NCAM	Cell-Cell Contact
BMP7 - ACVR2B	5.4550479847783135	5.971035750709614	0.9135848808357948	0.292	BMP	Secreted Signaling
LAMA1 - SV2A	4.402651972812614	4.108191735963805	1.071676361711907	0.294	LAMININ	ECM-Receptor
LAMC1 - ITGAV	16.42955196646602	15.72837586047414	1.0445803248988952	0.294	LAMININ	ECM-Receptor
LAMC1 - ITGA6	17.517197160842365	16.928651641983123	1.0347662372235038	0.294	LAMININ	ECM-Receptor
COL4A6 - ITGAV	9.90755265440872	10.547343799020888	0.9393410173401611	0.296	COLLAGEN	ECM-Receptor
IGF1 - ITGAV	12.50377736154443	11.805403830567077	1.05915710644045	0.296	IGF	Secreted Signaling
GDF10 - (ACVR1B+ACVR2A)	2.9511626676668015	3.3166157086516934	0.8898114605103105	0.296	GDF	Secreted Signaling
COL4A5 - CD44	8.59598144178798	9.306404878607763	0.9236629562020451	0.296	COLLAGEN	ECM-Receptor
DSC2 - DSG2	6.885177855766901	7.578437488127209	0.9085220886961981	0.298	DESMOSOME	Cell-Cell Contact
HSPG2 - DAG1	20.112463684858294	19.45145987397821	1.033982221137261	0.298	HSPG	ECM-Receptor
COL6A3 - ITGA3	61.4180355819915	59.195737331300755	1.0375415249624007	0.298	COLLAGEN	ECM-Receptor
LAMA4 - ITGB8	37.552453699196285	36.23718700951456	1.036296048292501	0.3	LAMININ	ECM-Receptor
LAMA1 - ITGB1	44.45807697199201	46.9653666454356	0.9466140721870151	0.3	LAMININ	ECM-Receptor
EFNB2 - EPHA4	6.287796589783971	5.928177376708078	1.0606626944883337	0.3	EPHB	Cell-Cell Contact
INHBA - ACVR2A	7.164283658964575	6.76863279781672	1.0584535862656748	0.3	ACTIVIN	Secreted Signaling
FN1 - ITGA3	115.52599463977609	111.62528380630884	1.0349446890566094	0.302	FN1	ECM-Receptor
MIF - (CD74+CXCR4)	13.370579742787577	14.09978844347409	0.9482822949003878	0.302	MIF	Secreted Signaling
CNTN1 - NRCAM	5.72303851639713	6.231402807777446	0.9184189648684203	0.304	CNTN	Cell-Cell Contact
HBEGF - EGFR	6.239834083153363	5.9325068100354645	1.0518039478012942	0.304	EGF	Secreted Signaling
PTN - SDC2	25.804488580654624	27.51978176565964	0.9376705382473115	0.306	PTN	Secreted Signaling
COL9A2 - ITGB1	35.507954135245804	34.04146756173244	1.043079416915677	0.306	COLLAGEN	ECM-Receptor
WNT11 - FZD1	15.448349234049775	16.37837256644842	0.9432163770468975	0.308	ncWNT	Secreted Signaling
SEMA3D - (NRP1+PLXNA4)	7.996487284027535	8.462571026096576	0.944924096869409	0.308	SEMA3	Secreted Signaling
SEMA4A - PLXNB1	15.21197322742307	16.29220294867044	0.9336965219098547	0.308	SEMA4	Cell-Cell Contact
LAMA2 - CD44	7.02606769869799	7.542423442842732	0.9315398097100038	0.308	LAMININ	ECM-Receptor
BMP7 - ACVR1	5.600271796560005	6.151201019815452	0.9104355033300512	0.31	BMP	Secreted Signaling
BMP7 - (ACVR1+ACVR2B)	7.670536549338676	8.29453070321822	0.9247704088143964	0.31	BMP	Secreted Signaling
COL9A2 - ITGAV	10.348272646937275	9.942879356689707	1.0407722225830704	0.31	COLLAGEN	ECM-Receptor
TGFB2 - (TGFBR1+TGFBR2)	6.670803289967909	6.3853136002507735	1.0447103631223253	0.312	TGFb	Secreted Signaling
BMP7 - (ACVR1+BMPR2)	6.833755132389294	6.500173292465675	1.0513189148834343	0.312	BMP	Secreted Signaling
HBEGF - (EGFR+ERBB2)	3.689766766570844	4.105582117183747	0.8987195143722677	0.314	EGF	Secreted Signaling
ANGPT2 - ITGA5	12.141122912903858	11.684024813886902	1.0391216302856254	0.314	ANGPT	Secreted Signaling
LAMA3 - ITGAV	12.166354905470834	12.891769795969948	0.943730387527872	0.314	LAMININ	ECM-Receptor
CSPG4 - ITGA2	7.965462623569712	8.472125437213446	0.9401964929109478	0.314	CSPG4	Cell-Cell Contact
SEMA6D - KDR	6.634757361225395	7.127584105353135	0.9308564112547469	0.316	SEMA6	Cell-Cell Contact
SEMA3F - PLXNA2	7.237243222233176	6.945522423411889	1.0420012752155199	0.318	SEMA3	Secreted Signaling
CXCL1 - ACKR1	5.393679861542083	5.1326221126237375	1.050862452600255	0.318	CXCL	Secreted Signaling
LAMC1 - (ITGAV+ITGB8)	37.951030633951284	40.792585495899786	0.9303413885782229	0.318	LAMININ	ECM-Receptor
SEMA3E - PLXND1	21.079000746445182	22.57437127517962	0.9337580431142024	0.318	SEMA3	Secreted Signaling
COL4A6 - (ITGA3+ITGB1)	4.582291555633349	5.139762627329538	0.891537584103211	0.318	COLLAGEN	ECM-Receptor
LAMC1 - ITGB1	22.968191197928377	24.129086106361253	0.9518881526090279	0.32	LAMININ	ECM-Receptor
LAMA3 - SV2C	3.4130503940190975	3.1792163692688047	1.073550836932836	0.32	LAMININ	ECM-Receptor
COL4A5 - ITGA2	9.641054069137953	10.169355357328818	0.9480496777202174	0.322	COLLAGEN	ECM-Receptor
THBS1 - ITGAV	10.44548999246389	10.130143706147631	1.0311294978100742	0.322	THBS	ECM-Receptor
THBS1 - SDC4	7.507703210354209	7.214428156366692	1.0406511850462747	0.322	THBS	ECM-Receptor
COL4A5 - ITGB8	10.459723994677866	11.177038033208039	0.9358225286163503	0.326	COLLAGEN	ECM-Receptor
CNTN2 - (CNTN2+CNTNAP2)	1.4932152485514922e-33	1.2018769562123661	1.2424027608094417e-33	0.326	CNTN	Cell-Cell Contact
COL9A2 - (ITGA2+ITGB1)	6.901751985502145	6.57860027710417	1.0491216512306814	0.326	COLLAGEN	ECM-Receptor
CD99 - CD99L2	33.689965743723945	35.08040203984421	0.9603642998577664	0.328	CD99	Cell-Cell Contact
CTF1 - IL6ST	11.919502984775859	11.547448977381965	1.032219584440047	0.328	LIFR	Secreted Signaling
WNT5A - FZD10	5.793331323002181	6.196895045241166	0.934876463246074	0.33	ncWNT	Secreted Signaling
LAMC3 - ITGA2	5.72106468634575	6.23405499315043	0.9177116166975877	0.33	LAMININ	ECM-Receptor
LAMB1 - (ITGAV+ITGB8)	85.02279624152179	90.6718255951629	0.937698074164038	0.332	LAMININ	ECM-Receptor
SEMA3D - (NRP1+PLXNA1)	7.054609325143197	6.797995900673375	1.0377483935293934	0.332	SEMA3	Secreted Signaling
WNT11 - FZD4	4.9184642627483255	5.271192122997201	0.9330838542746352	0.336	ncWNT	Secreted Signaling
LAMA5 - CD44	11.790424644197781	11.357710167345637	1.0380987426582018	0.336	LAMININ	ECM-Receptor
SEMA3C - (NRP1+PLXNA4)	15.582461385347768	16.686421489791524	0.9338408115173682	0.338	SEMA3	Secreted Signaling
LAMC3 - (ITGA9+ITGB1)	10.414278825888783	10.15998060712966	1.0250294000148654	0.34	LAMININ	ECM-Receptor
ARTN - GFRA3	3.309149597351966	3.614776502158648	0.9154506773450115	0.342	GDNF	Secreted Signaling
SEMA3D - NRP2	10.277160982961385	10.763674990880226	0.9548003810658487	0.344	SEMA3	Secreted Signaling
SEMA5A - PLXNA3	11.628744048983492	11.371338619047258	1.0226363349610461	0.344	SEMA5	Cell-Cell Contact
COL9A1 - (ITGA1+ITGB1)	11.217280436165547	11.845610030056339	0.946956755093532	0.344	COLLAGEN	ECM-Receptor
LAMA3 - (ITGA1+ITGB1)	15.113305579662223	15.866588583763015	0.9525239467750705	0.346	LAMININ	ECM-Receptor
JAM2 - ITGAV	8.530815556616055	9.00506620487188	0.9473351291965795	0.348	JAM	Cell-Cell Contact
LAMC3 - ITGB1	30.08632103373312	31.12986180832703	0.966477821809194	0.35	LAMININ	ECM-Receptor
EDN1 - EDNRB	8.88082568808308	9.420908222818188	0.9426719248334269	0.35	EDN	Secreted Signaling
DLL3 - NOTCH2	14.457615259559685	14.032464394915168	1.0302976620983677	0.35	NOTCH	Cell-Cell Contact
COL9A2 - SDC1	7.37761835140458	7.185271896188429	1.0267695444229723	0.352	COLLAGEN	ECM-Receptor
AGRN - DAG1	13.589845017728656	13.246387707831959	1.0259283751519388	0.352	AGRN	ECM-Receptor
BMP5 - (BMPR1A+ACVR2B)	5.778789962161165	5.549452979589016	1.0413260520299306	0.352	BMP	Secreted Signaling
WNT2B - FZD7	7.375347622786055	7.768912987483314	0.949340999785769	0.354	WNT	Secreted Signaling
INHBA - (ACVR1B+ACVR2A)	3.1426410189045333	2.998283267123238	1.0481468023265867	0.356	ACTIVIN	Secreted Signaling
SEMA3C - NRP2	12.022827095383395	11.691584680855092	1.0283316952808554	0.358	SEMA3	Secreted Signaling
EFNB1 - EPHB4	11.46357401128867	11.209084713715567	1.0227038428268551	0.358	EPHB	Cell-Cell Contact
ANGPT1 - TEK	6.351096305294857	6.703181579531877	0.9474749012749244	0.358	ANGPT	Secreted Signaling
COL9A2 - ITGA2	5.216653263783888	5.0620083748193485	1.0305501053166588	0.358	COLLAGEN	ECM-Receptor
COL1A2 - (ITGAV+ITGB8)	562.3034499611276	602.9764179156856	0.9325463372263336	0.36	COLLAGEN	ECM-Receptor
THBS1 - ITGA3	6.006565079085351	6.446934621694974	0.9316931893294359	0.36	THBS	ECM-Receptor
GDF11 - (TGFBR1+ACVR2B)	4.960021740059879	4.790935701325159	1.0352929050348039	0.36	GDF	Secreted Signaling
LAMA1 - ITGA6	6.518093355926179	6.350290420810889	1.0264244505362108	0.362	LAMININ	ECM-Receptor
CCL2 - ACKR1	35.43384003014186	34.53634860586524	1.0259868648686328	0.362	CCL	Secreted Signaling
SEMA3C - (NRP1+PLXNA3)	8.632872074708253	9.130230506249063	0.945526191129523	0.362	SEMA3	Secreted Signaling
WNT5A - FZD1	11.56730454509563	12.114484316242404	0.9548325989895298	0.364	ncWNT	Secreted Signaling
WNT5B - FZD7	7.140117610947173	7.553839483065271	0.9452302536947457	0.364	ncWNT	Secreted Signaling
LAMA5 - ITGA3	13.91573017029418	14.499001704007805	0.9597716073409112	0.366	LAMININ	ECM-Receptor
TGFB1 - (ACVR1+TGFBR1)	4.432763244419941	4.255642892586303	1.0416201162325431	0.368	TGFb	Secreted Signaling
APP - CD74	19.076736191046887	18.69264168232481	1.0205478987534045	0.368	APP	Cell-Cell Contact
ANGPTL1 - ITGB1	63.03686795931684	61.675309743457035	1.0220762282593034	0.368	ANGPTL	Secreted Signaling
LAMC3 - SV2C	6.4328096981140535	6.22128389926774	1.0340003449884694	0.37	LAMININ	ECM-Receptor
WNT5A - MCAM	12.849031595339717	12.613102562406072	1.018705075279166	0.37	ncWNT	Secreted Signaling
LAMA4 - ITGAV	18.199871791142286	18.84258271714302	0.965890507917686	0.37	LAMININ	ECM-Receptor
NECTIN3 - NECTIN2	8.495939821581487	8.289109542591948	1.024952050389343	0.37	NECTIN	Cell-Cell Contact
WNT2B - FZD8	5.932013930255117	6.359995025626171	0.9327073223097502	0.37	WNT	Secreted Signaling
WNT2B - FZD3	5.093540112539878	4.9593629515041044	1.02705532189272	0.372	WNT	Secreted Signaling
COL9A1 - (ITGAV+ITGB8)	5.673811792060645	5.985980139986863	0.9478500862639175	0.372	COLLAGEN	ECM-Receptor
COL6A3 - CD44	35.04749108403041	36.06621632549652	0.971754030634316	0.374	COLLAGEN	ECM-Receptor
IGF1 - (ITGA6+ITGB4)	2.9995431314378513	3.2379302873016926	0.9263766867375951	0.376	IGF	Secreted Signaling
COL6A1 - ITGA3	73.92499312495526	72.83287579429333	1.0149948401563391	0.378	COLLAGEN	ECM-Receptor
WNT2B - (FZD8+LRP5)	4.408611126144619	4.731265155842576	0.9318038581499674	0.382	WNT	Secreted Signaling
LAMA3 - ITGA1	13.259127405835207	13.770928243612904	0.9628346885029282	0.382	LAMININ	ECM-Receptor
ANGPTL1 - (ITGA1+ITGB1)	16.913314385222506	17.651687761874037	0.9581698143196059	0.382	ANGPTL	Secreted Signaling
EFNB1 - EPHA4	12.28705906000902	12.031327961119521	1.0212554341229763	0.382	EPHB	Cell-Cell Contact
LAMB2 - ITGAV	15.364109281351126	15.077018904340775	1.019041587652828	0.382	LAMININ	ECM-Receptor
DLL3 - NOTCH4	6.434449510263057	6.262788104918824	1.0274097418703034	0.382	NOTCH	Cell-Cell Contact
SEMA6B - PLXNA2	6.561133376365793	6.893228522155517	0.9518229890794513	0.384	SEMA6	Cell-Cell Contact
WNT5A - FZD5	6.307184465191133	6.171499150971747	1.0219857948450048	0.384	ncWNT	Secreted Signaling
LAMA5 - (ITGAV+ITGB8)	21.89060396571	23.04720251657411	0.9498160980695007	0.386	LAMININ	ECM-Receptor
COL6A2 - ITGB1	33.3423274325055	35.68766297284199	0.9342816159712876	0.386	COLLAGEN	ECM-Receptor
COL9A1 - ITGAV	10.095457842542368	9.892521265249474	1.0205141411225236	0.388	COLLAGEN	ECM-Receptor
ADCYAP1 - ADCYAP1R1	3.782697747653277	4.017721226277289	0.9415032887083162	0.388	PACAP	Secreted Signaling
BMP7 - BMPR2	10.245199299368519	10.058390089064654	1.0185724761765764	0.39	BMP	Secreted Signaling
TNC - ITGAV	10.634851890879958	10.531728202430992	1.0097917157058005	0.39	TENASCIN	ECM-Receptor
TGFB3 - (ACVR1B+TGFBR2)	5.072794364345522	5.368507693028769	0.9449170336353913	0.39	TGFb	Secreted Signaling
LAMA3 - (ITGA6+ITGB1)	8.007937956629055	8.425541042620345	0.9504360510643937	0.392	LAMININ	ECM-Receptor
LAMC3 - (ITGA6+ITGB1)	7.800570830885855	8.33748575493694	0.9356022978830089	0.392	LAMININ	ECM-Receptor
WNT2B - (FZD2+LRP5)	4.745645258609437	5.0463421907381365	0.9404128929899784	0.392	WNT	Secreted Signaling
LAMA2 - ITGA1	12.988345481534992	12.775325321558647	1.016674343283992	0.392	LAMININ	ECM-Receptor
COL4A1 - (ITGAV+ITGB8)	101.84040232664196	107.78066910093189	0.9448856012507482	0.392	COLLAGEN	ECM-Receptor
LAMB1 - ITGB8	57.38360651607942	56.94577754911424	1.0076885238170217	0.392	LAMININ	ECM-Receptor
LAMA3 - ITGA9	8.691270377330737	9.081806774643107	0.956997940277394	0.394	LAMININ	ECM-Receptor
COL2A1 - ITGA3	6.335373203589947	6.80978737859219	0.9303334819977419	0.394	COLLAGEN	ECM-Receptor
LAMA1 - ITGAV	11.729226179528847	11.578432453366357	1.0130236736941578	0.394	LAMININ	ECM-Receptor
NRXN1 - NLGN1	3.857051496271694	4.11116348303608	0.9381897636002728	0.396	NRXN	Cell-Cell Contact
WNT2B - (FZD7+LRP6)	5.508435117809741	5.462567453470171	1.0083967227371138	0.396	WNT	Secreted Signaling
CCL11 - ACKR1	8.978947762580576	9.562461724731387	0.9389786878161647	0.396	CCL	Secreted Signaling
COL4A1 - ITGA3	59.40725835248356	58.47721310610334	1.0159044044163443	0.396	COLLAGEN	ECM-Receptor
COL1A1 - ITGB8	358.51737001038543	372.6616506767207	0.9620452476377688	0.396	COLLAGEN	ECM-Receptor
EFNB3 - EPHB4	9.307549082197825	9.184100682785932	1.0134415337631562	0.396	EPHB	Cell-Cell Contact
NAMPT - ITGB1	30.50177538527694	30.10281915755106	1.013253118441759	0.396	VISFATIN	Secreted Signaling
LAMA1 - ITGA2	3.7781234968349335	4.077914750614094	0.9264841782840078	0.398	LAMININ	ECM-Receptor
LAMA4 - ITGA6	21.335164627901026	21.937371981793206	0.9725487923351996	0.398	LAMININ	ECM-Receptor
SEMA3D - PLXNA3	7.722967311500154	7.599387474046599	1.0162618155575833	0.398	SEMA3	Secreted Signaling
FN1 - ITGB8	129.98416980656478	128.29304788793615	1.01318171129667	0.398	FN1	ECM-Receptor
LAMA1 - (ITGA1+ITGB1)	13.73774377246777	14.156546721657996	0.970416305796561	0.4	LAMININ	ECM-Receptor
COL2A1 - (ITGA3+ITGB1)	7.105744748189798	7.525746350997577	0.9441913687733967	0.4	COLLAGEN	ECM-Receptor
LAMB1 - ITGB1	25.398392769158967	26.536937353915476	0.9570958558792196	0.402	LAMININ	ECM-Receptor
LAMB2 - (ITGAV+ITGB8)	34.252292212633705	35.69271836229262	0.9596436972091024	0.402	LAMININ	ECM-Receptor
COL6A3 - (ITGAV+ITGB8)	103.80351622138305	108.70977562762044	0.9548682776878914	0.402	COLLAGEN	ECM-Receptor
LAMA2 - SV2A	4.540489175333196	4.454197826161963	1.01937303921806	0.402	LAMININ	ECM-Receptor
COL6A1 - SDC1	50.75267673476468	50.309426378235436	1.0088104832123668	0.404	COLLAGEN	ECM-Receptor
CSPG4 - (ITGA2+ITGB1)	9.879517247280912	10.297873635852946	0.9593744880384345	0.404	CSPG4	Cell-Cell Contact
IGF1 - IGF1R	10.460081434194953	10.900277002135674	0.9596161117873909	0.406	IGF	Secreted Signaling
COL4A2 - ITGB8	45.600289817609394	45.2111803103827	1.0086064885843586	0.406	COLLAGEN	ECM-Receptor
ITGA9 - VCAM1	8.250034346723032	8.225339388105334	1.0030023026956685	0.406	VCAM	Cell-Cell Contact
SEMA4A - PLXNB2	28.340353050585524	29.123470823625198	0.9731104243109512	0.406	SEMA4	Cell-Cell Contact
FN1 - ITGA5	61.91192261787407	60.92111475529007	1.0162637841832656	0.408	FN1	ECM-Receptor
IGF1 - ITGA6	6.17334342150834	6.548797816959101	0.9426681956070678	0.408	IGF	Secreted Signaling
LAMC1 - ITGB8	26.56399735279485	26.217309683604093	1.0132236172732694	0.41	LAMININ	ECM-Receptor
LAMA4 - (ITGAV+ITGB8)	54.4770897526012	56.831942941848844	0.9585646193434358	0.414	LAMININ	ECM-Receptor
TGFB2 - TGFBR1	9.925343721572386	10.316788475068902	0.962057499342701	0.414	TGFb	Secreted Signaling
CLCF1 - LIFR	8.864304885239028	8.744746469067495	1.0136720277248108	0.414	LIFR	Secreted Signaling
NCAM1 - L1CAM	14.180484109905757	14.615921455645141	0.9702080127441295	0.416	NCAM	Cell-Cell Contact
WNT11 - FZD8	6.430495231280087	6.378885465523664	1.0080907183606542	0.416	ncWNT	Secreted Signaling
EFNB1 - EPHB2	11.53978771531842	11.465050412568383	1.0065187068578527	0.416	EPHB	Cell-Cell Contact
COL4A1 - ITGB8	65.3322050834023	67.58538069914317	0.9666617899842733	0.416	COLLAGEN	ECM-Receptor
LAMC3 - (ITGAV+ITGB8)	7.567474631715694	7.452777712458581	1.0153898215782522	0.416	LAMININ	ECM-Receptor
WNT11 - FZD3	3.8589095000955815	3.8357260158540685	1.0060440928642165	0.42	ncWNT	Secreted Signaling
ANGPTL4 - SDC3	8.949576632454715	9.269460827980778	0.9654905283638007	0.42	ANGPTL	Secreted Signaling
JAG1 - NOTCH3	13.834097382465334	14.284289709771372	0.9684833942426919	0.42	NOTCH	Cell-Cell Contact
WNT11 - FZD6	3.354262617417802	3.565721627077404	0.940696713940364	0.422	ncWNT	Secreted Signaling
CTF1 - (LIFR+IL6ST)	5.630787169525505	5.562249415923143	1.0123219489953397	0.422	LIFR	Secreted Signaling
WNT5B - FZD6	4.484315898744291	4.699038085602515	0.9543050762844174	0.422	ncWNT	Secreted Signaling
LAMA5 - (ITGA6+ITGB1)	12.621513961003435	12.977117778019553	0.9725976273700441	0.424	LAMININ	ECM-Receptor
COL6A2 - CD44	42.975815424803066	42.585043167514755	1.0091762794686188	0.426	COLLAGEN	ECM-Receptor
AMH - ACVR1	4.524749187330928	4.47861879925499	1.0103001371948894	0.426	AMH	Secreted Signaling
LAMB1 - ITGA3	50.30288498698809	49.76343184073739	1.0108403525700793	0.426	LAMININ	ECM-Receptor
LAMA3 - (ITGA7+ITGB1)	6.608216885161604	6.522350831069665	1.0131648935047943	0.428	LAMININ	ECM-Receptor
SEMA3A - (NRP1+PLXNA2)	11.056121901846367	10.940325225998608	1.0105843906333405	0.428	SEMA3	Secreted Signaling
THBS3 - CD36	7.355848389367626	7.648433635935327	0.9617457298455174	0.428	THBS	ECM-Receptor
COL4A5 - (ITGA2+ITGB1)	11.5142318252888	11.900176647851005	0.9675681433996275	0.428	COLLAGEN	ECM-Receptor
FN1 - SDC1	78.58900413203632	78.30505995755122	1.0036261280514827	0.43	FN1	ECM-Receptor
SEMA3D - (NRP2+PLXNA3)	6.342850490417797	6.315476768736524	1.004334387202053	0.43	SEMA3	Secreted Signaling
NRG1 - ITGAV	12.438555410807748	12.284969390119363	1.012501945736382	0.432	NRG	Secreted Signaling
LAMA3 - CD44	7.51017520395687	7.715610506358137	0.9733740703691593	0.434	LAMININ	ECM-Receptor
WNT2B - (FZD4+LRP5)	5.454604399651363	5.426758460360861	1.005131228797799	0.434	WNT	Secreted Signaling
COL9A2 - (ITGAV+ITGB8)	5.747157456514782	5.6924976495215756	1.0096020780962114	0.434	COLLAGEN	ECM-Receptor
BTC - (EGFR+ERBB2)	3.9291344495033402	4.145249009194061	0.9478645168935849	0.434	EGF	Secreted Signaling
ANGPT2 - (ITGA5+ITGB1)	13.787611013677196	14.099474621558894	0.9778811894590143	0.436	ANGPT	Secreted Signaling
PDGFA - PDGFRB	20.851922759229616	21.351036767477346	0.9766234298744687	0.436	PDGF	Secreted Signaling
WNT11 - FZD2	7.769149557562598	8.016778741630656	0.969111136523934	0.436	ncWNT	Secreted Signaling
JAM2 - (ITGA3+ITGB1)	7.712272294554779	7.676975076082233	1.0045978029266391	0.436	JAM	Cell-Cell Contact
COL4A2 - ITGA3	39.927920327541145	39.84835452643053	1.001996714846979	0.436	COLLAGEN	ECM-Receptor
BMP2 - ACVR2A	6.218451602340634	6.188223237421411	1.004884821338769	0.438	BMP	Secreted Signaling
WNT5A - FZD8	6.587175711365984	6.782879737943613	0.9711473542007747	0.438	ncWNT	Secreted Signaling
LAMB2 - (ITGA6+ITGB4)	33.73590366777365	33.666432925327584	1.0020635017258928	0.438	LAMININ	ECM-Receptor
JAG2 - NOTCH1	13.023973063215218	13.291084148366485	0.979902987433565	0.44	NOTCH	Cell-Cell Contact
ANGPTL4 - SDC1	7.301661617974638	7.286989968296139	1.002013403304016	0.44	ANGPTL	Secreted Signaling
LAMA1 - SV2C	3.212402676300452	3.4213974751533915	0.9389153699999239	0.442	LAMININ	ECM-Receptor
WNT2B - (FZD5+LRP5)	5.598314959890163	5.8301350358302075	0.960237614649515	0.444	WNT	Secreted Signaling
COL4A5 - ITGB1	24.6153536815986	24.481861202891217	1.0054527095632588	0.444	COLLAGEN	ECM-Receptor
THBS3 - ITGB1	27.97626547919382	28.384514430710873	0.9856171944560255	0.446	THBS	ECM-Receptor
TNC - (ITGA8+ITGB1)	10.041489286436253	10.46068148853459	0.9599268745006918	0.446	TENASCIN	ECM-Receptor
WNT2B - (FZD4+LRP6)	4.832626177524838	4.959389216079925	0.9744397882416486	0.446	WNT	Secreted Signaling
COL4A5 - ITGAV	10.0181010391601	10.317468594626451	0.9709843986709814	0.448	COLLAGEN	ECM-Receptor
COL6A1 - ITGB1	30.330637406715375	30.937395024953975	0.9803875659941895	0.448	COLLAGEN	ECM-Receptor
LAMA2 - SV2C	3.603243065450908	3.8500507406615916	0.9358949552004417	0.448	LAMININ	ECM-Receptor
NFASC - CNTN1	5.256417008746939	5.5178033269494176	0.9526285547500677	0.45	CNTN	Cell-Cell Contact
COL6A1 - (ITGAV+ITGB8)	133.00678326832968	136.94006368246946	0.9712773580764495	0.452	COLLAGEN	ECM-Receptor
COL9A2 - (ITGA3+ITGB1)	5.861782042922869	6.0829676039069325	0.9636385436539228	0.452	COLLAGEN	ECM-Receptor
FN1 - (ITGAV+ITGB8)	197.30249572773454	205.35168918404233	0.9608028865587083	0.452	FN1	ECM-Receptor
NFASC - (CNTN1+CNTNAP1)	3.781738507208117	3.9224528010111537	0.9641259433977734	0.454	CNTN	Cell-Cell Contact
LAMA2 - (ITGA1+ITGB1)	14.627035481100375	14.624572229492841	1.0001684323868678	0.454	LAMININ	ECM-Receptor
MDK - NCL	42.86095438317349	42.69804947977676	1.0038152774045073	0.456	MK	Secreted Signaling
LAMA1 - ITGA3	4.213652620855583	4.414740204368538	0.9544508681815586	0.456	LAMININ	ECM-Receptor
MIF - CD74	14.979673754331635	15.381907736007237	0.9738501888986097	0.456	MIF	Secreted Signaling
GAS6 - AXL	8.907450211993904	9.128332484304515	0.9758025605782434	0.458	GAS	Secreted Signaling
LAMA3 - ITGB4	4.559747626115788	4.743782133722998	0.9612051096742134	0.46	LAMININ	ECM-Receptor
COL1A2 - ITGA3	323.86440988037555	322.75397961053125	1.0034404851372685	0.462	COLLAGEN	ECM-Receptor
COL9A3 - ITGB8	6.059584248016946	6.301031578801269	0.9616813012655528	0.462	COLLAGEN	ECM-Receptor
TGFB3 - TGFBR1	8.351426035884172	8.541786761834171	0.9777141795671421	0.462	TGFb	Secreted Signaling
MDK - PTPRZ1	82.25357236451498	83.53028903530901	0.9847155243260999	0.464	MK	Secreted Signaling
TGFB1 - ACVR1	4.641153535611238	4.871866644066282	0.9526437964520145	0.464	TGFb	Secreted Signaling
SEMA6D - (PLXNA1+KDR)	5.14758345574819	5.353558992970016	0.9615254940699633	0.466	SEMA6	Cell-Cell Contact
